Date,sitename,Year,GCC,RCC,NDVI,NIRv
17/09/2017,Main,2017,0.356943059,0.416921964,0.548237607,0.047390892
18/09/2017,Main,2017,0.357125839,0.416253536,0.586675942,0.049505432
19/09/2017,Main,2017,0.356771812,0.414439989,0.604988561,0.051408886
20/09/2017,Main,2017,0.356771812,0.414439989,0.605511622,0.051461737
21/09/2017,Main,2017,0.356484776,0.409709547,0.625697461,0.053712966
22/09/2017,Main,2017,0.355763641,0.408480715,0.610706634,0.051964026
23/09/2017,Main,2017,0.355570396,0.408480895,0.611046065,0.052004618
24/09/2017,Main,2017,0.355535807,0.408454067,0.620168599,0.052946912
25/09/2017,Main,2017,0.354839913,0.405330474,0.606467272,0.051459534
26/09/2017,Main,2017,0.354466819,0.401738015,0.603663206,0.051254922
27/09/2017,Main,2017,0.354386933,0.401852268,0.599324126,0.050946264
28/09/2017,Main,2017,0.353799751,0.417481755,0.630619584,0.054240201
29/09/2017,Main,2017,0.353972761,0.414575238,0.645489128,0.055954254
30/09/2017,Main,2017,0.354295002,0.415220875,0.647385676,0.056260067
01/10/2017,Main,2017,0.354748364,0.41408671,0.640002482,0.055330069
02/10/2017,Main,2017,0.355062065,0.409641697,0.641885304,0.055685152
03/10/2017,Main,2017,0.355062065,0.410989042,0.608346391,0.051643648
04/10/2017,Main,2017,0.354695722,0.410989042,0.608346391,0.051643648
05/10/2017,Main,2017,0.354347717,0.410341542,0.612026759,0.051977845
06/10/2017,Main,2017,0.354047861,0.406517429,0.645869917,0.056265977
07/10/2017,Main,2017,0.353213866,0.40532497,0.644811836,0.056150453
08/10/2017,Main,2017,0.352670383,0.40562916,0.644423159,0.05609985
09/10/2017,Main,2017,0.352513149,0.417692093,0.640482603,0.055418647
10/10/2017,Main,2017,0.351937705,0.422613675,0.630237569,0.054134382
11/10/2017,Main,2017,0.351520003,0.422613675,0.614974397,0.052310941
12/10/2017,Main,2017,0.351201715,0.421669986,0.598133969,0.050305522
13/10/2017,Main,2017,0.35136103,0.4196858,0.598133969,0.050576276
14/10/2017,Main,2017,0.351356597,0.42111536,0.599916391,0.050791396
15/10/2017,Main,2017,0.351203313,0.423551619,0.582349359,0.050287617
16/10/2017,Main,2017,0.351211826,0.423561947,0.579736959,0.049521956
17/10/2017,Main,2017,0.35199422,0.423613588,0.572513878,0.047927
18/10/2017,Main,2017,0.352332285,0.41040558,0.571896266,0.047708268
19/10/2017,Main,2017,0.352971258,0.408863009,0.576678324,0.04793092
20/10/2017,Main,2017,0.353062497,0.409448872,0.609248149,0.051296093
21/10/2017,Main,2017,0.353122339,0.403161115,0.611070368,0.051585701
22/10/2017,Main,2017,0.353090488,0.399411461,0.607559685,0.051268221
23/10/2017,Main,2017,0.352950098,0.395661808,0.577058678,0.04891063
24/10/2017,Main,2017,0.352595764,0.395737169,0.581276012,0.049379029
25/10/2017,Main,2017,0.351902905,0.407576071,0.545123431,0.046303738
26/10/2017,Main,2017,0.351863628,0.407450205,0.564719589,0.04761779
27/10/2017,Main,2017,0.351892898,0.4062976,0.565318232,0.047551987
28/10/2017,Main,2017,0.351777729,0.403199953,0.568161881,0.04770245
29/10/2017,Main,2017,0.351450823,0.400002768,0.568161881,0.047586225
30/10/2017,Main,2017,0.351256471,0.400137848,0.568161881,0.047586225
31/10/2017,Main,2017,0.350753951,0.410726519,0.566720096,0.048076112
01/11/2017,Main,2017,0.350485355,0.411248334,0.574916408,0.048451859
02/11/2017,Main,2017,0.350164577,0.412038471,0.618813023,0.052628762
03/11/2017,Main,2017,0.35029221,0.396143598,0.597045027,0.050460759
04/11/2017,Main,2017,0.350673686,0.395949204,0.599021151,0.050072352
05/11/2017,Main,2017,0.351059081,0.388063327,0.583030403,0.049078618
06/11/2017,Main,2017,0.350966677,0.388105954,0.599240439,0.050095265
07/11/2017,Main,2017,0.351069083,0.390184253,0.593624842,0.049408141
08/11/2017,Main,2017,0.350734787,0.390184253,0.601387365,0.050348584
09/11/2017,Main,2017,0.350677125,0.39002257,0.607204135,0.051085356
10/11/2017,Main,2017,0.350146737,0.388477985,0.64781787,0.057159995
11/11/2017,Main,2017,0.349842763,0.388385785,0.595656321,0.049613455
12/11/2017,Main,2017,0.349277072,0.388276998,0.589898764,0.0488925
13/11/2017,Main,2017,0.34907098,0.390088215,0.576265717,0.047451343
14/11/2017,Main,2017,0.349056429,0.3925052,0.577239091,0.047542269
15/11/2017,Main,2017,0.349032317,0.392978082,0.568655261,0.047692793
16/11/2017,Main,2017,0.348238749,0.392720902,0.56680462,0.047308527
17/11/2017,Main,2017,0.347518504,0.392243708,0.573605378,0.04766007
18/11/2017,Main,2017,0.347541299,0.392030748,0.573846132,0.047367404
19/11/2017,Main,2017,0.347541299,0.39276742,0.584395581,0.048226848
20/11/2017,Main,2017,0.347462033,0.393209902,0.583150571,0.048026359
21/11/2017,Main,2017,0.346170136,0.39749258,0.583150571,0.048026359
22/11/2017,Main,2017,0.346026759,0.399134607,0.586883315,0.04865011
23/11/2017,Main,2017,0.345770921,0.39943785,0.623484685,0.053228143
24/11/2017,Main,2017,0.346001185,0.395867057,0.677549884,0.059532099
25/11/2017,Main,2017,0.347490194,0.393647965,0.621136198,0.053181738
26/11/2017,Main,2017,0.347484605,0.391766068,0.607684182,0.051689304
27/11/2017,Main,2017,0.347410577,0.391344005,0.609423353,0.051823184
28/11/2017,Main,2017,0.346544008,0.390323377,0.608118975,0.051722774
29/11/2017,Main,2017,0.346871666,0.386391565,0.60106046,0.050669362
30/11/2017,Main,2017,0.346732438,0.390773558,0.597864709,0.050300262
01/12/2017,Main,2017,0.346683299,0.390544944,0.597332084,0.050207987
02/12/2017,Main,2017,0.346363438,0.389534277,0.590802632,0.049404823
03/12/2017,Main,2017,0.345602188,0.385894333,0.580475756,0.048117473
04/12/2017,Main,2017,0.345396126,0.386062915,0.571033795,0.047246632
05/12/2017,Main,2017,0.344753991,0.392021874,0.580000075,0.048939337
06/12/2017,Main,2017,0.344514713,0.393401425,0.576847181,0.048465068
07/12/2017,Main,2017,0.343992747,0.395911171,0.575953142,0.048138195
08/12/2017,Main,2017,0.34643326,0.401490993,0.559604877,0.047118683
09/12/2017,Main,2017,0.346677775,0.40298952,0.516146808,0.044627122
10/12/2017,Main,2017,0.346672399,0.400375316,0.568957819,0.048391349
11/12/2017,Main,2017,0.3462643,0.385765231,0.576090201,0.049445812
12/12/2017,Main,2017,0.346145575,0.386717435,0.582216299,0.049106125
13/12/2017,Main,2017,0.345786813,0.385939849,0.583886986,0.048844582
14/12/2017,Main,2017,0.345522718,0.387397989,0.58127314,0.047977688
15/12/2017,Main,2017,0.345565882,0.384332675,0.589702158,0.05024981
16/12/2017,Main,2017,0.345515406,0.38417288,0.57376412,0.048653664
17/12/2017,Main,2017,0.345406868,0.384249587,0.571423774,0.048438087
18/12/2017,Main,2017,0.344842721,0.384336356,0.56852057,0.048063734
19/12/2017,Main,2017,0.344366559,0.384120676,0.569703963,0.048195597
20/12/2017,Main,2017,0.344354589,0.383800168,0.569703963,0.048195597
21/12/2017,Main,2017,0.344179978,0.382732695,0.568649006,0.048129268
22/12/2017,Main,2017,0.344034122,0.382762664,0.555685813,0.046525859
23/12/2017,Main,2017,0.343731433,0.390755713,0.555685813,0.046717324
24/12/2017,Main,2017,0.343776504,0.392358479,0.554914994,0.046000598
25/12/2017,Main,2017,0.343126847,0.394116448,0.548222119,0.045538553
26/12/2017,Main,2017,0.346315596,0.40009512,0.654551809,0.056076551
27/12/2017,Main,2017,0.346295232,0.399471432,0.760881498,0.066614549
28/12/2017,Main,2017,0.346305414,0.399471432,0.722876897,0.06806177
29/12/2017,Main,2017,0.347260854,0.405866675,0.684872296,0.06320298
30/12/2017,Main,2017,0.347382029,0.405928332,0.707202231,0.065008165
31/12/2017,Main,2017,0.347189837,0.404841177,0.681850311,0.062418501
01/01/2018,Main,2018,0.345273457,0.381962715,0.630011074,0.053926715
02/01/2018,Main,2018,0.345273457,0.381962715,0.630011074,0.053926715
03/01/2018,Main,2018,0.344743864,0.381867314,0.578323812,0.049702501
04/01/2018,Main,2018,0.344214272,0.381771914,0.572001948,0.045478287
05/01/2018,Main,2018,0.34368468,0.382165869,0.565680084,0.047061008
06/01/2018,Main,2018,0.346224987,0.382804503,0.604723618,0.051542009
07/01/2018,Main,2018,0.345917316,0.383443136,0.597318041,0.050261152
08/01/2018,Main,2018,0.345917316,0.385060482,0.597318041,0.050261152
09/01/2018,Main,2018,0.345917316,0.386677828,0.597318041,0.050261152
